,Control_1,Control_2,Control_3,Control_4,Mlp37347_1,Mlp37347_2,Mlp37347_3,Mlp37347_4,Mlp124499_1,Mlp124499_2,Mlp124499_3,Mlp124499_4
AT1G04310,361,623,565,1652,145,134,55,440,524,544,641,141
AT1G04313,0,1,2,5,5,19,5,1,6,6,4,2
AT1G04320,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04323,2,4,2,10,12,10,10,0,7,6,4,3
AT1G04327,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04330,3,4,7,18,2,0,0,1,2,3,2,4
AT1G04333,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04337,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04340,45,209,180,539,326,252,163,109,104,126,65,239
AT1G04343,23,2,0,1,3,1,3,1,3,0,4,2
AT1G04347,15,1,3,3,1,1,0,0,0,0,5,3
AT1G04350,245,1040,893,2711,873,682,432,220,339,375,407,823
AT1G04353,23,7,6,21,16,12,10,4,5,7,26,11
AT1G04357,14,2,1,8,1,3,0,0,1,1,4,0
AT1G04360,24,32,32,78,61,65,36,64,37,33,54,77
AT1G04363,1,3,1,0,0,0,0,1,0,1,0,3
AT1G04367,4,3,5,6,2,2,0,1,3,1,1,0
AT1G04370,6,10,13,19,0,0,2,1,0,2,3,3
AT1G04373,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04377,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04380,0,0,5,6,1,2,0,0,3,1,6,8
AT1G04383,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04387,0,0,0,1,0,0,0,0,0,0,0,0
AT1G04390,79,133,128,581,235,198,103,155,129,145,149,141
AT1G04393,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04397,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04400,1004,2746,2286,6301,3756,3208,1916,3461,2921,3119,4129,1458
AT1G04403,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04407,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04410,1330,6225,6013,19577,11603,9694,5697,11959,5198,5792,4936,6520
AT1G04413,12,1,4,4,2,0,1,0,0,1,3,2
AT1G04417,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04420,719,1453,1465,3603,3460,2943,1778,1167,834,917,950,1367
AT1G04423,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04425,18,54,86,157,153,114,66,14,56,54,29,44
AT1G04427,2,8,1,2,3,2,0,2,1,0,0,4
AT1G04430,815,1806,1507,5520,7329,5747,3527,1897,1670,1788,2652,1676
AT1G04433,54,5,10,22,7,1,3,15,6,10,17,5
AT1G04437,14,4,0,2,3,2,2,1,0,2,3,0
AT1G04440,309,1356,1315,2799,1932,1489,1006,1193,852,925,952,918
AT1G04443,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04445,0,1,1,2,5,3,0,1,0,5,0,0
AT1G04447,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04450,0,0,0,1,0,0,0,0,0,0,0,0
AT1G04453,0,0,0,0,0,0,1,1,0,0,0,0
AT1G04455,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04463,8,0,1,1,0,1,0,1,1,0,1,1
AT1G04467,9,0,2,1,3,3,1,1,1,2,19,1
AT1G04470,0,0,0,0,1,5,1,1,0,0,2,0
AT1G04473,10,1,1,4,2,1,5,2,5,2,6,4
AT1G04477,18,22,24,40,39,42,23,19,7,17,12,24
AT1G04480,304,1129,1247,3335,2530,1766,842,478,740,850,567,1646
AT1G04483,0,0,1,0,0,0,1,0,0,0,0,1
AT1G04487,128,6,7,12,10,9,7,3,2,3,29,5
AT1G04490,2,8,40,32,16,3,5,1,2,3,3,11
AT1G04493,7,0,0,1,1,2,1,0,0,0,3,1
AT1G04497,0,0,0,0,1,0,1,0,0,0,0,0
AT1G04500,4,3,5,3,2,3,6,6,1,1,7,6
AT1G04503,114,13,9,16,28,21,4,18,8,15,46,10
AT1G04507,1,1,0,0,1,0,0,0,0,0,0,1
AT1G04510,204,749,634,1934,1288,1012,629,785,543,641,413,830
AT1G04513,19,3,1,5,5,0,1,0,1,0,2,1
AT1G04517,0,0,0,1,0,1,0,0,0,0,0,0
AT1G04520,72,164,168,472,222,158,108,30,93,97,74,209
AT1G04523,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04527,0,1,0,0,0,0,0,0,0,0,0,0
AT1G04530,1673,1689,1719,3327,1230,965,652,428,679,754,1397,1720
AT1G04533,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04537,24,3,2,2,4,0,3,2,0,0,5,2
AT1G04540,65,93,87,172,61,32,21,4,26,23,18,161
AT1G04547,0,0,0,0,0,0,0,0,0,1,0,0
AT1G04550,210,343,317,921,288,258,164,123,143,172,215,500
AT1G04555,44,84,105,168,99,74,58,49,53,64,78,71
AT1G04557,0,0,0,1,0,0,0,0,0,0,0,0
AT1G04560,0,0,0,1,0,0,0,0,0,0,0,8
AT1G04563,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04567,25,0,1,0,4,3,0,0,0,0,0,0
AT1G04570,3,11,6,25,11,6,2,12,40,26,38,54
AT1G04573,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04577,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04580,1,1,0,16,1,6,1,0,0,4,3,0
AT1G04583,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04587,11,1,2,1,2,0,0,0,1,4,2,2
AT1G04590,172,253,259,541,290,226,150,151,193,199,186,268
AT1G04593,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04597,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04600,60,20,11,25,13,8,5,5,3,0,7,7
AT1G04603,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04607,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04610,9,12,8,63,9,11,4,18,21,22,15,25
AT1G04620,116,332,381,1005,420,378,192,491,213,294,238,300
AT1G04623,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04625,0,3,0,0,0,0,0,0,1,0,0,0
AT1G04630,202,322,392,799,908,712,448,325,228,323,383,447
AT1G04635,11,15,14,47,36,26,21,8,13,17,16,44
AT1G04640,134,394,442,1051,759,545,407,169,198,195,169,442
AT1G04643,0,0,0,0,0,0,0,1,0,0,0,0
AT1G04645,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04647,20,1,2,4,7,1,2,2,1,1,6,0
AT1G04650,9,25,17,54,53,38,18,10,38,33,22,29
AT1G04653,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04657,0,0,0,0,0,0,0,0,0,0,1,0
AT1G04660,18,38,37,122,20,8,4,5,13,18,33,27
AT1G04667,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04670,0,1,0,0,0,0,0,0,0,0,0,0
AT1G04673,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04677,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04680,304,1286,968,3023,3148,2407,1459,463,856,927,1220,902
AT1G04683,1,0,0,0,0,0,0,0,0,0,0,0
AT1G04687,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04690,212,866,738,2190,1966,1621,962,740,766,879,1082,994
AT1G04693,1,0,0,0,0,0,0,0,0,0,0,0
AT1G04697,6,0,2,10,7,4,2,0,1,0,0,1
AT1G04700,35,47,33,104,65,52,46,42,46,36,31,57
AT1G04703,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04707,2,0,0,0,0,0,0,0,1,0,2,0
AT1G04710,128,236,176,498,492,380,277,75,140,117,213,169
AT1G04713,0,1,0,0,0,1,0,1,0,0,0,0
AT1G04717,0,0,0,0,0,0,0,0,0,0,1,0
AT1G04720,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04723,2,1,1,5,4,1,1,0,0,1,2,1
AT1G04730,25,80,69,191,203,160,101,30,113,102,62,32
AT1G04733,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04737,2,2,0,0,0,0,1,0,0,0,1,0
AT1G04743,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04747,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04750,309,761,879,1995,1592,1212,781,677,659,726,939,985
AT1G04753,0,0,0,1,0,0,0,0,0,0,0,0
AT1G04760,6,30,40,62,106,90,43,11,27,46,13,27
AT1G04763,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04767,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04770,31,54,48,123,205,129,86,7,18,18,32,49
AT1G04773,24,0,1,2,4,1,2,1,0,1,5,0
AT1G04778,5,6,12,32,9,4,2,4,3,1,5,9
AT1G04780,947,1177,1152,2561,1337,1169,698,1500,811,983,1472,741
AT1G04783,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04787,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04790,1030,426,407,1083,632,502,307,392,330,405,585,332
AT1G04793,0,0,0,0,0,0,0,0,0,0,1,0
AT1G04797,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04800,623,625,684,2344,659,381,297,666,499,519,1084,584
AT1G04803,1,0,0,0,0,0,0,0,0,0,0,0
AT1G04807,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04810,422,1137,967,2492,1404,1242,686,1144,755,804,581,693
AT1G04813,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04817,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04820,793,3304,2691,8954,9817,8687,5030,2009,3670,3771,2838,3487
AT1G04823,14,1,0,3,3,1,1,0,1,0,2,0
AT1G04827,24,2,0,1,0,2,1,1,1,0,4,2
AT1G04830,159,333,327,770,451,362,215,484,256,307,270,240
AT1G04833,135,10,8,14,2,0,1,3,0,3,19,5
AT1G04837,21,2,1,5,1,3,1,3,0,0,3,2
AT1G04840,4,15,12,29,21,32,14,16,14,18,19,14
AT1G04847,2,0,0,0,0,0,0,0,0,0,0,0
AT1G04850,1040,1209,1423,3086,1929,1587,1094,1197,904,994,1703,1203
AT1G04853,13,0,3,3,2,0,0,1,0,0,3,0
AT1G04857,0,0,0,0,0,0,0,0,0,0,1,0
AT1G04860,345,492,481,1594,819,748,404,401,335,368,465,577
AT1G04863,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04867,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04870,179,463,440,1131,480,433,279,294,345,385,302,482
AT1G04873,33,0,2,1,1,0,0,0,2,1,8,0
AT1G04877,12,5,4,17,7,10,1,2,4,5,9,17
AT1G04880,3,5,3,8,8,2,5,1,3,1,1,9
AT1G04883,81,8,13,10,18,7,3,11,7,7,16,3
AT1G04887,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04890,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04893,7,0,2,2,1,2,0,0,1,1,4,2
AT1G04895,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04897,0,0,0,0,0,0,0,0,1,2,0,0
AT1G04900,34,107,83,228,161,130,82,33,116,69,73,107
AT1G04907,0,0,0,3,0,0,0,1,0,0,0,0
AT1G04910,202,392,430,1018,649,624,318,291,324,358,412,321
AT1G04913,1,2,0,2,0,0,0,0,0,2,2,0
AT1G04917,5,0,2,1,1,0,0,0,0,0,2,0
AT1G04920,21,43,34,140,58,71,32,55,45,47,46,41
AT1G04923,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04927,9,0,3,0,1,1,0,0,0,0,5,0
AT1G04930,40,59,67,139,153,133,77,39,43,57,70,78
AT1G04933,0,0,0,1,0,1,0,1,1,0,0,4
AT1G04937,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04940,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04943,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04945,44,94,87,203,102,84,48,36,62,65,62,156
AT1G04947,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04950,143,441,497,1202,725,652,374,638,349,461,307,309
AT1G04953,4,0,0,2,0,1,0,0,0,0,8,0
AT1G04957,0,0,0,0,0,0,0,0,1,0,0,0
AT1G04960,206,356,446,931,449,346,223,291,196,241,411,323
AT1G04963,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04967,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04970,182,454,614,1291,669,441,320,497,326,340,362,336
AT1G04973,29,7,1,4,3,4,0,0,1,2,11,3
AT1G04977,52,2,7,8,6,5,3,3,3,4,16,7
AT1G04980,64,156,156,284,204,195,102,28,26,34,46,83
AT1G04983,0,0,0,0,0,0,1,0,0,0,0,0
AT1G04985,405,518,638,1193,793,523,384,433,333,443,596,461
AT1G04987,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04990,50,159,221,299,316,298,203,360,217,241,222,83
AT1G04993,0,0,0,0,1,0,0,0,0,0,0,0
AT1G04997,0,0,2,4,1,0,0,1,0,0,0,0
AT1G05000,6,29,41,78,59,35,32,39,7,12,9,18
AT1G05003,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05005,0,0,0,1,0,0,0,0,0,0,0,0
AT1G05007,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05010,4145,8738,8074,21308,8643,7915,4754,5677,2451,3089,5820,6399
AT1G05013,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05017,9,0,2,0,2,0,0,0,0,0,3,0
AT1G05020,35,116,101,277,111,100,58,104,78,85,118,72
AT1G05023,6,0,0,1,5,1,0,2,1,1,3,0
AT1G05027,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05030,66,168,203,626,366,294,222,158,171,192,164,187
AT1G05033,18,0,2,1,3,6,3,4,0,0,3,1
AT1G05035,9,5,2,26,28,23,12,3,18,19,6,6
AT1G05037,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05040,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05043,5,0,1,2,0,0,0,0,1,0,3,1
AT1G05047,8,2,2,7,4,1,2,1,1,1,4,6
AT1G05053,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05055,53,121,109,328,251,212,130,59,90,93,79,241
AT1G05057,1,1,10,5,7,4,1,15,6,4,1,12
AT1G05060,61,195,203,434,224,246,122,122,126,143,175,187
AT1G05065,0,8,11,38,22,19,15,4,11,12,12,24
AT1G05067,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05070,118,282,286,708,344,310,176,206,227,238,279,312
AT1G05073,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05077,17,2,0,3,0,1,0,0,0,0,3,1
AT1G05080,0,1,0,0,0,0,0,0,0,0,0,0
AT1G05083,0,0,0,1,0,0,0,0,0,0,1,0
AT1G05085,0,0,0,2,0,0,0,0,0,0,0,0
AT1G05087,106,166,134,488,224,231,92,196,144,173,132,87
AT1G05090,216,387,395,944,561,418,246,389,332,418,419,278
AT1G05093,0,0,0,0,0,1,0,0,0,0,0,0
AT1G05097,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05100,13,24,31,42,15,11,4,64,21,19,37,22
AT1G05103,0,0,0,0,2,0,1,0,0,0,0,0
AT1G05107,0,1,0,1,2,0,1,0,0,0,1,0
AT1G05113,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05117,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05120,265,359,314,849,528,478,264,321,331,362,405,223
AT1G05123,3,0,6,8,3,0,1,1,0,0,0,1
AT1G05127,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05133,0,0,2,0,1,0,0,0,0,0,1,0
AT1G05136,1,0,0,0,0,0,0,1,0,0,0,0
AT1G05137,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05140,417,960,871,1926,1248,1104,632,503,556,599,634,1151
AT1G05143,21,1,2,2,1,2,0,1,4,0,1,1
AT1G05147,10,1,3,0,0,0,0,1,0,0,0,0
AT1G05150,397,854,694,2307,1071,972,531,659,605,700,670,930
AT1G05153,0,0,0,0,1,0,2,0,0,1,0,0
AT1G05160,94,228,220,586,219,185,113,267,202,221,164,205
AT1G05163,0,0,2,5,0,1,0,1,0,0,0,2
AT1G05170,105,241,262,552,117,108,81,69,92,121,165,322
AT1G05173,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05177,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05180,113,391,346,1011,564,490,268,278,226,268,242,334
AT1G05183,22,0,4,4,3,0,0,0,0,1,8,0
AT1G05187,12,0,0,3,0,0,0,0,2,0,3,1
AT1G05190,3451,5719,6893,12390,10826,8568,6065,5238,4649,5223,6523,6562
AT1G05193,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05197,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05200,239,507,450,1333,636,576,300,333,426,434,362,611
AT1G05203,12,1,0,2,0,1,0,0,1,0,3,2
AT1G05205,25,78,86,186,144,90,67,41,68,70,56,85
AT1G05207,229,70,75,358,249,171,109,71,70,120,218,97
AT1G05210,4,39,50,125,99,102,64,17,22,20,21,60
AT1G05213,87,14,28,33,22,20,6,6,3,4,17,13
AT1G05217,0,1,1,0,0,0,0,0,0,0,0,0
AT1G05220,0,1,5,2,0,2,0,3,0,1,0,4
AT1G05223,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05227,0,0,0,0,0,0,0,0,0,0,1,0
AT1G05230,110,271,213,566,341,292,181,203,169,174,201,210
AT1G05233,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05237,0,0,0,1,0,0,0,0,0,0,0,0
AT1G05240,2,9,5,43,4,5,5,11,6,8,9,6
AT1G05243,2,1,2,1,0,0,0,0,1,0,1,0
AT1G05247,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05250,1,7,5,36,1,4,2,6,5,6,8,5
AT1G05253,250,22,32,16,29,24,5,15,8,10,40,11
AT1G05257,1,1,0,1,1,0,1,0,0,0,0,1
AT1G05260,0,17,25,96,46,52,29,6,19,23,9,40
AT1G05263,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05267,1,0,1,1,1,0,0,0,0,0,0,0
AT1G05270,496,521,520,1185,803,650,382,668,306,376,608,513
AT1G05273,1,3,14,0,16,7,1,21,5,9,0,16
AT1G05277,37,9,19,17,18,12,8,19,11,12,17,8
AT1G05280,0,0,0,4,1,0,1,0,0,0,0,0
AT1G05283,2,0,0,0,0,0,1,0,0,0,0,0
AT1G05287,9,1,0,0,2,0,1,1,0,0,1,0
AT1G05290,0,0,0,0,1,0,0,1,0,0,0,0
AT1G05291,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05293,18,1,1,0,3,0,0,0,1,1,0,3
AT1G05297,13,0,0,3,2,0,0,1,0,0,6,0
AT1G05300,33,92,70,240,136,153,62,60,80,103,56,108
AT1G05303,5,0,0,0,0,0,0,0,0,0,0,0
AT1G05307,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05310,29,49,22,137,148,110,59,14,59,20,49,22
AT1G05313,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05317,2,0,0,1,1,1,0,0,0,0,0,1
AT1G05320,178,257,215,617,545,504,331,127,163,191,414,259
AT1G05323,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05327,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05330,0,7,2,10,1,0,2,6,7,4,3,2
AT1G05333,0,0,0,0,0,0,0,0,0,0,0,1
AT1G05337,10,4,1,2,0,2,0,1,0,2,5,1
AT1G05340,90,113,212,268,79,99,66,249,66,94,100,60
AT1G05343,0,0,0,1,0,0,2,0,0,0,0,0
AT1G05347,36,1,8,2,3,5,1,7,3,5,10,1
AT1G05350,156,374,420,1048,660,521,326,241,253,273,323,345
AT1G05353,4,2,0,2,0,0,1,0,0,0,0,3
AT1G05357,3,1,0,0,1,0,0,0,0,0,0,0
AT1G05360,34,145,125,467,236,187,135,101,130,131,85,117
AT1G05363,6,2,1,1,0,1,0,0,0,2,0,0
AT1G05367,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05370,4,23,19,71,39,30,21,14,20,28,4,27
AT1G05373,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05377,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05380,664,958,831,2301,994,874,452,1049,542,675,733,531
AT1G05383,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05385,92,186,213,518,491,357,260,128,148,139,152,263
AT1G05387,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05390,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05397,2,0,0,7,3,0,0,0,1,1,0,0
AT1G05400,4,19,13,20,10,6,7,4,12,11,5,20
AT1G05407,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05410,142,180,228,610,340,218,161,337,160,214,231,248
AT1G05413,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05417,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05420,14,17,23,48,103,115,59,30,22,21,11,42
AT1G05423,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05427,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05430,145,353,361,807,493,397,255,210,227,237,309,337
AT1G05433,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05440,4,14,13,49,59,59,34,5,17,15,10,13
AT1G05443,1,0,0,2,1,0,0,0,0,0,0,0
AT1G05447,0,0,0,0,0,0,0,0,0,0,0,1
AT1G05450,2,2,1,3,7,0,0,1,0,0,1,1
AT1G05453,106,5,2,8,6,7,3,4,2,1,23,2
AT1G05460,189,201,200,581,317,260,168,171,178,231,267,183
AT1G05463,14,0,0,3,1,1,1,3,1,0,3,0
AT1G05467,17,4,8,4,4,5,3,1,0,2,7,3
AT1G05470,97,227,175,609,245,234,126,187,185,192,106,171
AT1G05473,0,0,0,0,0,0,0,1,0,0,0,0
AT1G05477,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05483,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05487,1,0,0,0,0,0,0,0,0,0,0,0
AT1G05490,10,6,6,26,21,12,11,5,11,8,16,11
AT1G05493,1,0,0,0,0,1,0,0,0,0,0,0
AT1G05497,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05500,219,655,625,1582,1094,944,584,524,429,516,544,650
AT1G05507,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05510,0,0,0,0,2,1,0,0,0,0,0,11
AT1G05517,2,3,0,0,4,1,0,0,0,0,0,2
AT1G05520,268,661,547,1511,892,810,411,576,487,510,488,448
AT1G05523,146,10,16,11,24,7,4,11,8,41,59,39
AT1G05527,0,0,0,0,0,0,0,1,0,0,0,0
AT1G05530,1,0,3,11,4,1,1,0,0,0,3,2
AT1G05533,0,0,2,0,0,0,0,0,0,0,0,1
AT1G05537,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05540,31,79,65,214,72,52,31,10,44,39,25,83
AT1G05543,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05547,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05550,2,7,4,7,4,6,2,4,2,3,4,4
AT1G05553,15,1,1,0,1,2,0,0,0,0,4,3
AT1G05557,5,0,2,5,3,1,0,4,3,4,3,1
AT1G05560,81,24,63,33,30,16,7,46,7,28,22,34
AT1G05562,195,15,36,21,22,10,7,23,5,5,34,31
AT1G05563,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05567,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05570,642,1228,1089,2339,971,792,421,1064,710,781,602,945
AT1G05575,11,30,32,117,45,41,14,25,7,4,24,17
AT1G05577,0,1,2,1,1,3,1,1,2,0,0,2
AT1G05580,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05583,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05587,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05590,149,362,293,722,565,432,270,145,242,274,288,391
AT1G05593,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05597,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05600,46,76,52,261,145,115,78,60,56,55,74,99
AT1G05603,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05607,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05610,13,8,6,25,8,6,4,2,5,7,13,12
AT1G05613,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05615,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05617,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05620,39,121,143,258,301,252,145,87,93,109,116,104
AT1G05623,0,0,0,0,0,0,0,0,1,0,0,0
AT1G05627,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05630,256,537,500,1218,904,618,387,213,313,297,257,307
AT1G05633,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05637,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05640,43,56,42,113,68,66,48,27,26,48,33,35
AT1G05643,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05647,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05650,0,0,0,3,1,0,1,0,0,0,0,0
AT1G05653,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05657,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05660,0,0,0,0,0,1,0,0,0,0,0,0
AT1G05663,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05667,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05670,93,115,132,323,137,129,52,68,68,71,109,132
AT1G05673,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05675,227,308,345,565,86,89,71,140,37,57,81,130
AT1G05680,16,54,72,189,120,122,32,54,7,7,17,68
AT1G05683,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05687,32,2,0,0,9,0,0,1,2,2,14,0
AT1G05690,43,121,103,235,47,50,16,27,33,29,48,148
AT1G05693,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05697,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05700,1,7,2,18,4,4,0,2,1,2,3,1
AT1G05703,3,0,2,3,1,1,1,0,0,0,1,0
AT1G05707,7,2,0,1,0,1,1,0,0,0,0,0
AT1G05710,20,81,111,148,105,75,69,12,25,32,15,87
AT1G05713,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05717,0,0,0,0,0,0,0,0,0,0,1,0
AT1G05720,30,162,162,250,213,147,113,96,104,160,115,201
AT1G05723,0,1,0,0,0,0,0,0,0,0,0,0
AT1G05727,5,1,0,2,2,0,0,0,0,0,2,0
AT1G05730,20,9,10,20,11,18,16,3,4,12,4,12
AT1G05733,15,0,0,4,2,2,0,1,1,2,3,0
AT1G05737,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05740,0,0,0,0,0,0,0,0,0,0,0,1
AT1G05747,1,0,0,1,0,0,0,0,0,0,0,0
AT1G05750,42,68,58,117,114,102,81,42,54,37,45,58
AT1G05753,1,0,0,2,0,0,0,0,1,1,0,1
AT1G05757,6,0,0,2,0,0,0,0,0,0,1,0
AT1G05760,3,9,3,1,2,0,0,2,6,5,2,3
AT1G05763,19,0,1,3,2,2,1,0,0,0,8,0
AT1G05767,0,0,0,0,0,0,0,0,0,0,1,0
AT1G05770,11,10,11,34,13,14,11,17,10,12,8,11
AT1G05773,14,1,1,3,4,5,0,2,0,1,6,2
AT1G05777,38,2,4,11,2,2,1,0,0,0,14,4
AT1G05780,29,59,67,117,176,148,91,66,45,48,55,78
AT1G05783,3,3,8,11,7,7,1,5,3,4,4,7
AT1G05785,12,61,75,211,85,82,41,43,41,49,52,57
AT1G05787,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05790,285,500,516,1079,376,302,149,467,305,367,463,405
AT1G05793,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05797,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05800,0,0,0,0,0,0,0,0,0,1,0,0
AT1G05803,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05805,361,815,783,1679,2063,1663,1046,1255,902,1058,926,446
